Nome_Fundo,Nome_Ativo,Valor
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,148880674.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,438313431.62
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,91885898.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,155360589.3
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,453610839.77
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,100491601.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,159923323.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,463491704.19
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,107292834.17
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,104315065.68
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,348073398.57
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,69607625.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,133031516.01
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,195220109.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,135994841.86
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,203073158.48
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,138641190.8
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,212627186.44
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,142616442.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,224510276.71
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3307407.42
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3307407.42
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1690000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28604095.9
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1690000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28604100.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1690000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28604100.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1690000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28413300.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,9800657.23
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,16261071.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,42366621.45
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,46135823.25
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,9408620.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,15942844.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,41537511.23
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,45232950.15
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,9408620.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,15942844.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,41537511.23
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,45232950.15
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,7056788.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,19160088.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,49897875.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,54360897.97
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,3 Apartamentos MG,3000000.0
