Nome_Fundo,Nome_Ativo,Valor
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,568134.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,594065.96
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,594065.96
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,610711.84
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,682642488.42
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,568669917.68
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,703714711.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,604524498.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,686139271.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,617940787.17
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,686139271.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,617940787.17
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Terreno,870000.0
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Terreno,870000.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Lubrax,319002.26
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,255887490.86
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,244634471.96
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Lubrax,319002.26
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,255887490.86
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,244634471.96
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,1454841.4
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,847964.74
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,4500000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,315678.76
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,13108124.46
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,67997.86
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,12857858.32
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,67997.86
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,12857858.32
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,60855.91
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,12857858.32
