CNPJ_Fundo,Nome_Fundo,Lucro_Contabil,Rendimentos_Declarados,%Distribuido
01.235.622/0001-61,OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,37769068.62,59809621.53,158.36
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,637500.0,inf
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,0.0,0.0,inf
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIARIO PATEO MOINHOS DE VENT,0.0,5166655.87,inf
01.657.856/0001-05,SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,175620.06,inf
03.251.720/0001-18,FII PROJ AGUA BRANCA,0.0,2947404.92,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,0.0,1629973.49,inf
04.141.645/0001-03,FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,0.0,3714002.3,inf
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,0.0,-0.0,-inf
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - FII,0.0,736760.07,inf
07.122.725/0001-00,FII TORRE ALMIRANTE,0.0,1136620.18,inf
07.224.019/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - SHOPPING PARQUE D. PEDRO,0.0,31642369.58,inf
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,0.0,6075710.62,inf
08.098.114/0001-28,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,4348222.47,17352511.8,399.07
08.417.532/0001-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,0.0,0.0,inf
08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,3894080.4,inf
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,0.0,8693502.06,inf
08.924.783/0001-01,FII - FII BTG PACTUAL CORPORATE OFFICE FUND,0.0,38590647.52,inf
09.072.017/0001-29,PÁTRIA ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,30109307.08,inf
09.150.967/0001-24,FUNDO DE INVESTIMENTO IMOBILIARIO PATRIMONIAL IV,0.0,64841.01,inf
09.552.812/0001-14,FII - BTG PACTUAL CREDITO IMOBILIARIO,0.0,29698957.32,inf
10.456.810/0001-00,DRIT11 FII,125977.6,722712.12,573.68
10.869.155/0001-12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII PQ DOM PEDRO SHOPP C,0.0,6159849.7,inf
11.160.521/0001-22,PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII,0.0,48623243.61,inf
11.179.118/0001-45,FII ANHANGUERA EDUCACIONAL,0.0,3438984.03,inf
11.233.841/0001-65,REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,10807678.16,inf
11.274.415/0001-70,FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,0.0,1206518.73,inf
11.326.746/0001-06,TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,14599402.83,20000000.0,136.99
11.602.654/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,0.0,9220623.06,inf
11.728.688/0001-47,PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,111530624.79,inf
11.839.593/0001-09,BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,116263595.57,inf
12.005.956/0001-65,KINEA RENDA IMOBILIARIA FII,67495.4,84612140.99,125359.86
12.516.185/0001-70,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,5449832.26,14421947.63,264.63
12.804.013/0001-00,FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,0.0,2413994.32,inf
13.320.290/0001-00,TERRA - FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,8511846.87,inf
13.371.132/0001-71,JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,29904952.32,inf
13.551.286/0001-45,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CENESP,0.0,888516.79,inf
14.376.247/0001-11,BM BRASCAN LAJES CORPORATIVAS - FII,0.0,2065986.11,inf
14.721.889/0001-00,FII POLO SHOPPING INDAIATUBA,147635.54,6681967.91,4525.99
14.788.492/0001-36,FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,0.0,14259210.89,inf
15.333.306/0001-37,FUNDO DE INVESTIMENTO IMOBILIARIO  FII EDIFICIO GALERIA,0.0,1145381.32,inf
15.447.108/0001-02,GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,36213386.47,inf
15.447.110/0001-73,FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM,0.0,13330609.02,inf
15.570.431/0001-60,BANRISUL NOVAS FRONTEIRAS FII,0.0,2161195.53,inf
15.799.397/0001-09,FII CEO CYRELA COMMERCIAL PROPERTIES,0.0,2460614.82,inf
16.671.412/0001-93,FII TELLUS RIO BRAVO RENDA LOGÍSTICA,0.0,14085147.43,inf
16.915.968/0001-88,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,14089424.41,17365737.22,123.25
17.007.443/0001-07,TRANSINC FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,904508.99,inf
17.025.970/0001-44,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,0.0,21265372.42,inf
17.144.039/0001-85,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,0.0,420464.81,inf
17.156.502/0001-09,POLO CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,12164658.69,inf
17.161.979/0001-82,FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,0.0,3449808.22,inf
17.282.011/0001-04,FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,0.0,3299493.85,inf
17.568.605/0001-86,MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,6761794.5,inf
17.854.016/0001-64,VIDA NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,5901.63,inf
18.085.673/0001-57,FII FYTO RECEBIVEIS IMOBILIARIOS RESPONSABILIDADE LIMITADA,0.0,4448856.58,inf
18.259.637/0001-62,ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO  FII,0.0,26117.16,inf
18.308.516/0001-63,FII BTG HOTÉIS,0.0,9050624.24,inf
18.330.535/0001-96,PETROS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,2002106.16,inf
18.497.672/0001-10,FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II FII,0.0,3306.94,inf
18.979.895/0001-13,CAPITANIA SECURITIES II,0.0,76328097.84,inf
19.131.224/0001-60,SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,322554.7,inf
19.249.956/0001-50,LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,277145.16,inf
19.249.989/0001-08,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III - FII,0.0,6303751.24,inf
19.419.994/0001-03,2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,160799999.98,inf
20.118.507/0001-51,CEDRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,-0.0,-inf
20.680.775/0001-62,FII BRISA RENDA IMOBILIARIA,0.0,25467011.71,inf
20.748.515/0001-81,BRESCO LOGÍSTICA FII RESPONSABILIDADE LIMITADA,0.0,47960184.41,inf
21.067.825/0001-01,BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,2472529.76,inf
21.500.500/0001-62,SHOPPING INTERNACIONAL GUARULHOS  FII,0.0,6812166.65,inf
21.500.514/0001-86,PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,582549.91,inf
22.169.716/0001-50,ALIANZA REAL ESTATE II FII,364449.27,540337.65,148.26
22.219.335/0001-38,BANESTES RECEBIVEIS IMOBILIARIOS FII,3487557.44,14828935.6,425.2
23.120.027/0001-13,V2 RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,2659312.63,inf
23.426.470/0001-17,TRIPLE A FUNDO DE INVESTIMENTO IMOBILIÁRIO,998520.11,7394531.0,740.55
23.648.935/0001-84,FII MAUA CAPITAL RECEBIVEIS IMOBILIARIOS  FII,0.0,47071044.4,inf
23.768.027/0001-24,TOP CENTER FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,6731051.2,inf
23.781.211/0001-04,NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,330029.09,23999341.72,7271.89
24.796.967/0001-90,LOFT II FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,2080.08,inf
24.853.044/0001-22,VINCI LOGÍSTICA FII,1355153.12,29948879.41,2210.0
24.960.430/0001-13,KINEA INDICES DE PREÇOS FII,15997207.62,236230648.62,1476.7
26.642.727/0001-66,DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,6660299.33,inf
26.681.370/0001-25,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,1438859.36,17418950.68,1210.61
27.529.279/0001-51,FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,0.0,34043804.78,inf
28.216.384/0001-01,SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,9655.21,75782.27,784.88
28.267.696/0001-36,RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,16576817.29,inf
28.737.771/0001-85,ALIANZA TRUST RENDA IMOBILIARIA FII,0.0,30067753.0,inf
28.757.546/0001-00,XP MALLS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,149565863.78,inf
28.830.325/0001-10,FII IRIDIUM RECEBIVEIS IMOBILIARIOS,0.0,84912592.64,inf
29.267.567/0001-00,VBI RENDIMENTOS IMOBILIARIOS I FII,0.0,12883050.98,inf
29.467.977/0001-03,FII RBR RENDIMENTO HIGH GRADE,0.0,41441838.01,inf
29.852.732/0001-91,VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,0.0,51267470.86,inf
30.091.444/0001-40,FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII,198523.42,15782771.25,7950.08
30.091.506/0001-14,FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU,0.0,4613682.12,inf
30.166.700/0001-11,FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,0.0,39514043.79,inf
30.178.506/0001-56,FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,3493346.83,6200004.17,177.48
30.248.158/0001-46,LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO  FII,0.0,12491044.78,inf
30.492.505/0001-81,FUNDO DE INVESTIMENTO IMOBILIÁRIO CCPAR,0.0,1407024.35,inf
30.567.216/0001-02,BRC RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,9456671.2,inf
30.578.417/0001-05,HABITAT RECEBÍVEIS PULVERIZADOS FII,1857099.7,25843169.94,1391.59
30.629.603/0001-18,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO,0.0,36391545.6,inf
30.871.698/0001-81,FII MULTI RENDA URBANA,122500.11,762258.6,622.25
31.469.385/0001-64,EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,1304293.44,inf
32.006.821/0001-21,OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FII,0.0,6414472.85,inf
32.400.250/0001-05,VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,8681114.46,44171910.0,508.83
32.441.656/0001-36,FII RBR DESENVOLVIMENTO III,0.0,27392485.15,inf
32.527.626/0001-47,NEWPORT LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,5670909.15,8009050.05,141.23
32.527.683/0001-26,PLURAL RECEBÍVEIS IMOBILIÁRIOS FII,0.0,5483839.41,inf
32.754.734/0001-52,VBI AGRO - FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,7439448.53,inf
33.046.142/0001-49,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL SHOPPINGS,0.0,45769278.19,inf
33.842.871/0001-01,YORK - FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,0.0,inf
34.027.774/0001-28,FII RB CAPITAL I FUNDO DE FUNDOS,132709.7,2102419.8,1584.22
34.081.631/0001-02,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,376981.73,1061111.88,281.48
34.081.637/0001-71,BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,2124714.99,4482247.35,210.96
34.197.811/0001-46,VALORA CRI INDICE DE PRECO - FII,0.0,29001658.39,inf
34.508.872/0001-87,URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4255051.78,28513364.85,670.11
34.691.520/0001-00,CAPITANIA HBC RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,22867163.06,inf
34.736.510/0001-43,PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,6722.61,1046028.37,15559.86
35.360.687/0001-50,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,162052.46,7200126.0,4443.08
35.652.102/0001-76,FUNDO DE INVESTIMENTO IMOBILIARIO  VBI PRIME PROPERTIES,0.0,44730132.31,inf
35.652.174/0001-13,FII RBR CREDITO IMOBILIARIO SPECIAL OPPORTUNITIES,0.0,626958.75,inf
35.652.227/0001-04,RB CAPITAL LOGISTICO FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,860922.23,inf
35.652.252/0001-80,NAVI IMOBILIARIO TOTAL RETURN FII,0.0,1484813.21,inf
35.652.278/0001-28,RAIZZ RENDA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,17947861.4,inf
35.689.733/0001-60,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,112480.02,1228480.35,1092.18
35.704.849/0001-20,MILETO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,-0.0,-inf
35.880.201/0001-05,DARP JIVE FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,0.0,inf
36.368.925/0001-37,TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2618368.52,10833865.57,413.76
36.445.551/0001-06,YUCA FII,0.0,260815.61,inf
36.501.128/0001-86,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,0.0,59382918.0,inf
36.501.181/0001-87,JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO,129264.91,2250897.0,1741.31
36.501.198/0001-34,GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,922500.0,inf
36.501.233/0001-15,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,637117.29,11184130.16,1755.43
36.501.249/0001-28,LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,-0.0,-inf
36.642.219/0001-31,RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIARIO FII,0.0,31491434.08,inf
36.642.244/0001-15,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL AGRO LOGISTICA,0.0,16170376.95,inf
36.642.293/0001-58,AF INVEST CRI FII,0.0,13511721.44,inf
36.642.311/0001-00,BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FII,0.0,624863.27,inf
36.655.973/0001-06,MAUA CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO,0.0,41914307.43,inf
