Nome_Fundo,Nome_Ativo,Valor
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,1028050.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,979329.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,979329.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,Villaggio Panamby,979329.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Dique Seco,288163976.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,816021775.59
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,618866643.87
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Dique Seco,222253520.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,843038753.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,653711888.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Dique Seco,222253520.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,843038753.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,653711888.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Dique Seco,222253520.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,843038753.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,653711888.97
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Não Aplicavel,0.0
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Estanteria Pouso Alegre,4011321.28
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,9500000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,4500000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Parque da Allamandas,13800000.0
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,1199007.25
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,13947660.44
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,Direito de superficie,8023063.63
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,Direito de superficie,8023063.63
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,Direito de superficie,8023063.63
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,Direito de superficie,8023063.63
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,12908604.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,56981204.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,10234045.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,18315820.85
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,West Convention,2240000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,12908604.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,56981204.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,10234045.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,18315820.85
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,West Convention,2240000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,12908604.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,56981204.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,10234045.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,18315820.85
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,West Convention,2240000.0
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,Terra Santa Cemitério Parque,5935466.13
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,Terra Santa Cemitério Parque,5849455.0
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Rua Coronel Luis Barroso 151, Santo Amaro - São Paulo, SP",5962585.01
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,654520.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,99720000.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,14314007.78
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,13899725.04
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,654520.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,99720000.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,17728104.83
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,16311476.38
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,33377367.91
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,103735208.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,24721265.24
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,21257201.63
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,33377367.91
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,103735208.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,24753158.44
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,21279353.2
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM QUATRO BARRAS,Direito de uso de superficie do imóvel,114878000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM QUATRO BARRAS,Direito de uso de superficie do imóvel,114610834.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM QUATRO BARRAS,Direito de uso de superficie do imóvel,117302490.65
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternicade Brasil,199644743.47
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,145934498.84
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,248440105.65
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,139389953.54
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,61841085.88
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternicade Brasil,197258551.33
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,144197183.39
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,245911596.15
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,137841176.27
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,61153962.7
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternicade Brasil,197258551.33
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,144197183.39
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,245911596.15
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,137841176.27
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,61153962.7
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternicade Brasil,192486167.05
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,140722552.49
