Nome_Fundo,Nome_Ativo,Valor
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,180032587.56
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,496815250.1
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,115619714.58
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,190869925.91
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,522369018.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,127838724.8
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,204364348.98
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,530317101.01
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,133102632.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,142175253.77
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,421681954.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,99136350.52
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,171565481.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,208151759.15
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,180683725.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,225013886.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,183197217.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,234157385.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,188314295.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,247065661.64
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3474074.07
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3307407.42
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3307407.42
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
