Nome_Fundo,Publico_Alvo
FII BTG PACTUAL CORPORATE OFFICE FUND,INVESTIDORES EM GERAL
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,INVESTIDORES EM GERAL
FII SHOPPING WEST PLAZA,INVESTIDORES EM GERAL
SHOPPING WEST PLAZA FII,INVESTIDORES EM GERAL
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE CRI,INVESTIDORES EM GERAL
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,INVESTIDORES EM GERAL
BTG PACTUAL FUNDO DE CRI FII IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,INVESTIDOR QUALIFICADO
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,INVESTIDOR QUALIFICADO
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FLORIPA SHOPPING FI IMOBILIARIO,INVESTIDORES EM GERAL
FII FLORIPA SHOPPING,INVESTIDORES EM GERAL
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO PRIME PORTFOLIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,INVESTIDORES EM GERAL
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,INVESTIDORES EM GERAL
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII PARQUE DOM PEDRO SHOPPING CENTER,INVESTIDORES EM GERAL
PDP SHOPP CENTER FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE FUNDOS,INVESTIDORES EM GERAL
BTG PACTUAL FUNDO DE FUNDOS FII,INVESTIDORES EM GERAL
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII ANHANGUERA EDUCACIONAL,INVESTIDORES EM GERAL
ANHANGUERA EDUCACIONAL FII,INVESTIDORES EM GERAL
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,INVESTIDORES EM GERAL
JPP FII,INVESTIDOR QUALIFICADO
FII MAX RETAIL,INVESTIDORES EM GERAL
MAX RETAIL FII,INVESTIDORES EM GERAL
FII PRESIDENTE VARGAS,INVESTIDORES EM GERAL
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
CAMPUS FARIA LIMA FII,INVESTIDORES EM GERAL
FATOR VERITA FII,INVESTIDORES EM GERAL
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
GENERAL SHOPPING E OUTLETS DO BRASIL FII,INVESTIDORES EM GERAL
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,INVESTIDORES EM GERAL
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,INVESTIDOR QUALIFICADO
KINEA RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
ATRIUM NACOES UNIDAS FI IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO ATRIUM NACOES UNIDAS,INVESTIDORES EM GERAL
ATRIUM NAÇÕES UNIDAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,INVESTIDOR QUALIFICADO
VINCI CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,INVESTIDORES EM GERAL
RIO BRAVO CREDITO IMOBILIARIO I FII,INVESTIDOR QUALIFICADO
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,INVESTIDORES EM GERAL
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,INVESTIDOR QUALIFICADO
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,INVESTIDOR PROFISSIONAL
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SALUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,INVESTIDORES EM GERAL
FII VBI FL 4440,INVESTIDORES EM GERAL
VBI FL 4440 FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,INVESTIDORES EM GERAL
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,INVESTIDORES EM GERAL
FII CENESP,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CENESP,INVESTIDORES EM GERAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO,INVESTIDOR QUALIFICADO
RB CAPITAL GENERAL SHOPPING SULACAP FII,INVESTIDORES EM GERAL
TREVISO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO TREVISO,INVESTIDOR QUALIFICADO
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,INVESTIDOR QUALIFICADO
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB RENDA EDUCACIONAL - FII,INVESTIDORES EM GERAL
REAG CICA JUNDIAI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDOR QUALIFICADO
FII CYRELA THERA CORPORATE,INVESTIDORES EM GERAL
BM CYRELA THERA CORPORATE FII,INVESTIDORES EM GERAL
PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA,INVESTIDOR QUALIFICADO
FUDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA,INVESTIDORES EM GERAL
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,INVESTIDOR QUALIFICADO
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,INVESTIDORES EM GERAL
ESTRUTURA II - FUNDO DE INEVSTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,INVESTIDORES EM GERAL
BM BRASCAN LAJES CORPORATIVAS FII,INVESTIDORES EM GERAL
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII RENDA CORPORATIVA ANGICO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,INVESTIDOR QUALIFICADO
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
PACALU FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,INVESTIDOR QUALIFICADO
HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,INVESTIDOR QUALIFICADO
HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVEST IMOB,INVESTIDOR QUALIFICADO
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII AMETISTA,INVESTIDORES EM GERAL
FUNDO INVESTIMENTO IMOBILIARIO AMETISTA,INVESTIDORES EM GERAL
FUNDO INVESTIMENTO IMOBILIARIO AMETISTA - FII,INVESTIDORES EM GERAL
FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
PATEO BANDEIRANTES FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
RENDA DE ESCRITORIOS FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
FII SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
SHOPPING JARDIM SUL FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
FII TRX EDIFÍCIOS CORPORATIVOS,INVESTIDORES EM GERAL
TRX EDIFÍCIOS CORPORATIVOS FI IMOB,INVESTIDORES EM GERAL
TRX EDIFÍCIOS CORPORATIVOS FII IMOB,INVESTIDORES EM GERAL
TRX EDIFÍCIOS CORPORATIVOS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FI IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS,INVESTIDOR QUALIFICADO
FII PLUS,INVESTIDOR QUALIFICADO
CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS,INVESTIDOR QUALIFICADO
VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
EDIFICIO GALERIA FII,INVESTIDORES EM GERAL
SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,INVESTIDORES EM GERAL
INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FII CIDADE JARDIM SHOPPING,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS,INVESTIDOR QUALIFICADO E PROFISSIONAL
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
BANRISUL NOVAS FRONTEIRAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,INVESTIDORES EM GERAL
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,INVESTIDORES EM GERAL
FII CEO CYRELA COMMERCIAL PROPERTIES,INVESTIDORES EM GERAL
CEO CYRELA COMMERCIAL PROPERTIES FII,INVESTIDORES EM GERAL
CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
TERRARI FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SDI LOGÍSTICA RIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDOR QUALIFICADO
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,INVESTIDOR QUALIFICADO
SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,INVESTIDORES EM GERAL
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,INVESTIDOR PROFISSIONAL
CAIXA RIO BRAVO FUNDO DE FII,INVESTIDORES EM GERAL
CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG GR LOUVEIRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,INVESTIDOR QUALIFICADO
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,INVESTIDOR QUALIFICADO
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,INVESTIDORES EM GERAL
GOLDEN FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
GOLDEN FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,INVESTIDOR QUALIFICADO
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,INVESTIDORES EM GERAL
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
RIO BRAVO IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SALUS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,INVESTIDORES EM GERAL
TB OFFICE FII,INVESTIDORES EM GERAL
REAG RENDA FUNDO DE INVESTIMENTO - FII,INVESTIDORES EM GERAL
VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
GENERAL SHOPPING ATIVO E RENDA - FII,INVESTIDORES EM GERAL
FI GENERAL SHOPPING ATIVO E RENDA - FII,INVESTIDORES EM GERAL
GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
